"f_Enterobacteriaceae";"f_Akkermansiaceae";"f_Oscillospiraceae";"f_Lachnospiraceae";"o_Eubacteriales";"f_Rikenellaceae";"f_Veillonellaceae";"f_Bacteroidaceae";"f_Streptococcaceae";"f_Peptostreptococcaceae";"f_Porphyromonadaceae";"f_Coprobacillaceae";"f_Bifidobacteriaceae";"f_Coriobacteriaceae";"f_Erysipelotrichaceae";"p_Bacillota";"f_Clostridiaceae_1";"f_Prevotellaceae";"f_Acidaminococcaceae";"f_Enterococcaceae";"f_Christensenellaceae";"k_Bacteria";"f_Eggerthellaceae";"c_Clostridia";"f_Odoribacteraceae";"f_Lactobacillaceae";"f_Leuconostocaceae";"f_Fusobacteriaceae";"f_Pasteurellaceae";"f_Muribaculaceae";"f_Desulfovibrionaceae";"f_Barnesiellaceae";"f_Eubacteriales_incertae_sedis";"f_Streptophyta";"o_Bacteroidales";"p_Bacteroidota";"p_Candidatus_Saccharibacteria";"f_Turicibacteraceae";"f_Selenomonadaceae";"f_Sutterellaceae";"o_Negativibacillus";"c_Coriobacteriia";"f_Eubacteriales_incertae_sedis_XIII";"f_Succinivibrionaceae";"c_Alphaproteobacteria";"f_Micrococcaceae";"f_Carnobacteriaceae";"f_Peptococcaceae";"f_Pseudomonadaceae";"f_Bacillales_Incertae_Sedis_XI";"f_Atopobiaceae";"f_Sphingomonadaceae";"f_Poaceae";"f_Erythrobacteraceae";"c_Mollicutes";"f_Peptoniphilaceae";"f_Helicobacteraceae";"f_Synergistaceae";"f_Actinomycetaceae";"f_Eubacteriaceae";"f_Chitinophagaceae";"f_Victivallaceae";"f_Chlamydiaceae";"f_Oxalobacteraceae";"f_Propionibacteriaceae";"f_Staphylococcaceae";"o_Rhodospirillales";"f_Elusimicrobiaceae";"p_Pseudomonadota";"f_Aerococcaceae";"f_Corynebacteriaceae";"f_Methylobacteriaceae";"f_Treponemataceae";"o_Enterobacterales";"f_Brucellaceae";"f_Xanthomonadaceae";"f_Anaeroplasmataceae";"f_Puniceicoccaceae";"f_Cardiobacteriaceae";"f_Campylobacteraceae";"o_Spirochaetales";"o_Erysipelotrichales";"f_Caryophanaceae";"f_Hafniaceae";"f_Deferribacteraceae";"c_Planctomycetia";"f_Morganellaceae";"f_Yersiniaceae";"f_Comamonadaceae";"f_Fibrobacteraceae";"f_Burkholderiaceae";"f_Promicromonosporaceae";"f_Arcobacteraceae";"c_Negativicutes";"f_Aeromonadaceae";"o_Lactobacillales";"c_Actinobacteria";"Bacteria";"f_Syntrophomonadaceae";"o_Burkholderiales";"f_Lawsonellaceae";"f_Microbacteriaceae";"f_Moraxellaceae";"c_Opitutia";"f_Neisseriaceae";"NA.";"f_Bacillariophyta";"f_Brachyspiraceae";"f_Leptotrichiaceae";"c_Bacilli";"f_Weeksellaceae";"f_Bacillaceae";"f_Legionellaceae";"f_Methanobacteriaceae";"c_Betaproteobacteria"
5444;4950;14305;2204;10573;150;609;941;34;151;255;55;83;231;125;964;191;800;0;1167;42;215;191;483;5;20;0;21;49;57;47;7;25;47;109;0;0;0;0;0;0;0;0;0;0;69;0;35;0;0;20;0;10;0;0;0;0;0;0;0;3;22;0;0;0;0;0;0;51;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15158;1347;5261;1835;9003;957;1055;2994;31;14;177;0;0;305;688;1373;14;236;0;0;362;1531;45;596;25;0;0;0;17;0;0;28;15;0;91;0;2;0;0;0;6;14;21;0;0;6;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10691;49;18279;5401;218;241;123;1354;1301;3464;0;96;194;0;10;143;278;24;0;828;2;192;84;0;96;23;0;0;2;0;15;0;26;220;0;0;65;4;0;9;0;0;0;0;0;0;0;0;0;26;0;2;0;0;0;0;0;0;56;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
1360;38;2389;10756;494;78;82;1775;10413;2048;100;289;460;1012;505;212;1637;692;106;610;0;329;57;10;11;1287;0;5;165;102;26;19;16;0;130;227;114;310;0;58;0;30;0;0;0;23;91;0;0;87;174;73;0;151;0;7;17;0;174;0;0;0;5;0;0;0;0;0;0;0;0;0;6;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0
1707;1626;6833;12052;615;899;1824;6777;431;1513;386;8;469;44;478;1471;3535;133;53;0;0;1918;12;144;277;3;0;0;18;0;0;539;31;5;2;4;37;67;0;0;0;64;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;16;0;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8311;88;9552;7380;723;199;2041;413;1975;85;101;242;477;268;244;266;64;930;3141;171;154;82;27;110;57;2051;1771;0;343;0;301;47;0;97;16;4;10;3;0;55;15;7;28;0;0;11;0;3;0;0;27;7;15;0;0;0;0;0;0;0;6;11;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;10;57;0;0;0;0;0;0;0;12;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
63;385;8008;2971;144;2545;440;3486;312;0;1179;48;20;32;53;137;0;6080;1064;176;131;745;0;0;1181;116;11;0;885;0;105;112;13;93;1740;0;0;0;0;207;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;18;12422;6849;1944;291;422;2562;0;155;447;16;6;101;1210;1880;137;1966;0;0;75;1016;317;76;85;84;0;0;0;9;245;8;56;0;254;1884;81;0;0;148;36;18;41;0;0;0;0;0;0;0;34;3;0;0;47;2;0;0;0;0;0;4;0;0;0;0;0;2;11;0;0;3;2;0;0;0;0;24;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;2490;14207;8229;1629;4150;65;2334;3383;64;433;147;2653;755;317;31;41;60;99;33;312;205;209;369;78;13;0;0;11;80;10;376;75;0;6;0;0;7;0;54;9;31;14;0;0;30;24;0;0;5;0;8;0;0;0;0;0;0;135;0;5;0;0;8;0;0;0;0;16;0;0;0;0;28;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;314;4574;6668;450;186;312;879;656;295;462;0;0;0;0;745;29;16018;0;0;129;2157;0;35;217;0;0;0;806;250;86;0;0;0;725;0;0;0;0;257;0;0;19;0;0;11;11;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;14;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;9528;11238;12608;662;948;38;870;1761;12;56;1330;29;908;495;50;25;0;260;0;146;47;204;44;6;2;62;9;0;0;0;17;8;0;6;0;0;0;0;0;24;0;31;0;0;70;26;0;0;13;19;0;0;0;0;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8927;36;10044;5575;155;252;321;749;1644;461;101;9;1435;0;339;1021;33;1151;6;0;14;324;170;145;67;1918;29;0;5;51;5;0;92;0;152;73;160;15;5;17;0;62;7;0;0;12;15;0;0;0;81;0;0;0;0;0;19;0;25;0;5;0;0;0;8;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;4;5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;3431;7907;5285;365;5744;614;5362;94;0;1612;0;0;0;85;547;0;716;0;0;907;607;697;181;282;6;0;0;0;0;138;1381;0;0;0;0;5;0;0;33;84;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0;13751;10287;1255;2322;39;2863;278;656;1359;0;3;0;618;543;0;2856;221;0;56;124;27;411;248;0;0;0;0;0;263;589;13;0;793;15;4;0;0;62;333;0;16;0;0;0;10;12;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;0;24187;3839;138;1208;61;8291;473;1617;2143;3;158;85;256;20;549;737;0;9;15;5;39;49;71;93;0;0;4;0;29;751;21;3;0;0;6;40;0;20;0;115;4;0;0;0;0;0;0;7;140;3;0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3684;8280;8689;3281;191;726;540;9987;134;14;901;0;676;846;303;283;132;909;0;1647;101;47;169;20;387;791;15;5;0;0;30;23;33;0;46;0;15;0;114;0;0;67;0;270;0;19;0;80;0;22;255;0;0;0;0;11;0;0;34;340;0;0;0;153;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;215;11605;3854;1555;3406;352;10161;118;118;1013;0;54;0;53;345;92;54;589;0;102;219;11;64;417;13;0;0;94;0;20;460;0;399;2;0;0;80;0;187;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;51;12839;2779;3074;303;74;2089;31;166;288;666;319;274;91;2267;79;1119;501;19;48;1440;53;55;44;146;0;0;5;3198;11;23;0;0;398;1357;333;23;0;14;0;3;14;0;0;0;0;0;0;5;0;10;0;0;0;0;32;0;0;0;0;0;10;0;15;0;12;0;0;0;0;0;15;0;0;0;0;0;0;0;8;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;35;10091;11888;102;118;104;2878;1179;95;514;1113;4036;405;1795;37;0;214;66;9;3;5;33;0;144;1044;80;53;20;19;34;273;11;77;139;65;158;16;5;228;0;4;0;2;0;0;0;0;0;9;0;9;22;0;0;12;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;46;13878;8981;454;0;23;97;205;1569;55;3204;640;259;113;1590;87;1341;133;0;172;2346;484;183;2;38;0;0;51;376;24;0;79;0;45;42;58;58;0;32;0;9;25;0;88;0;0;0;0;0;0;7;0;0;0;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;3681;10206;4663;2689;1500;140;2318;53;34;336;0;368;339;303;1806;0;1275;70;0;465;988;158;187;112;128;1575;18;0;2;52;37;34;196;14;44;35;0;0;5;0;4;37;0;33;30;0;0;0;0;0;0;33;0;19;0;0;0;0;25;0;0;0;19;15;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4065;16;748;15736;16;296;630;3433;163;590;349;0;0;107;244;3;0;0;0;0;0;20;15;0;21;0;0;7221;0;0;123;0;0;0;0;0;42;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7488;457;2831;3512;9995;200;34;231;537;1010;16;118;301;318;342;5417;306;171;9;553;511;2443;746;285;6;89;2;0;43;12;0;0;106;704;34;56;60;0;0;0;0;29;98;5;0;16;0;0;0;6;18;27;284;46;0;24;13;0;57;16;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
638;10;21779;6223;199;267;11;1685;410;46;267;1956;1004;75;407;77;0;133;969;6;46;21;307;0;19;78;0;0;7;9;298;25;0;0;38;32;52;0;0;0;0;10;70;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;7;2;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
281;177;6747;8082;721;203;0;10257;24;0;699;0;0;0;54;525;3;3084;1382;0;6;244;11;59;185;0;0;0;22;1108;75;114;0;0;4;0;0;0;0;675;10;0;0;0;27;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2792;3693;9146;2221;8258;1060;318;2681;36;95;264;41;671;224;220;372;93;261;143;15;321;1095;18;86;241;101;0;0;0;28;28;288;0;0;193;48;157;0;2;15;0;27;16;297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;84;9457;6681;3648;360;13;673;1270;112;146;0;0;213;117;6048;119;560;26;0;14;643;724;446;0;30;0;0;0;841;120;18;44;12;1479;21;44;0;0;0;0;0;0;0;0;38;13;0;0;31;44;0;0;0;0;0;0;0;29;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;14;3820;5967;12168;0;2105;165;156;163;27;619;1654;234;536;1691;1473;1217;0;0;0;436;1000;396;0;52;0;0;11;0;11;0;23;0;0;0;33;0;0;0;0;8;0;51;0;27;6;52;0;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4892;0;17977;9400;1760;968;107;1816;452;294;291;0;0;638;643;2069;64;281;16;27;40;119;816;407;87;5;0;0;0;0;852;90;101;0;66;2;128;90;0;4;0;0;9;0;0;0;0;142;0;6;37;0;0;0;0;0;0;0;18;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
612;25;7346;13813;999;57;3198;776;1101;911;45;11;1315;756;245;1064;2379;249;13;9;12;267;109;49;43;3372;23;16;0;305;5;22;134;0;1143;214;279;268;4;0;10;21;10;5;2;282;12;0;0;5;69;7;0;0;0;2;12;0;53;0;13;0;0;5;45;21;0;0;0;0;0;0;0;0;0;0;30;0;8;0;0;3;0;0;0;25;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0
320;36;6545;15357;638;431;19;396;150;3503;49;43;421;433;1227;594;1068;31;13;0;200;119;372;97;10;850;0;0;0;0;0;56;64;0;0;0;0;0;0;16;0;0;0;0;24;23;0;0;0;0;78;0;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7117;864;8161;1789;3334;22;688;7051;657;74;337;481;144;346;336;4472;154;419;23;157;368;271;99;90;61;343;5;0;60;161;167;0;17;0;740;920;23;15;0;3;0;6;74;0;0;0;0;250;0;0;72;18;0;26;0;8;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;24;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2568;300;7459;6417;404;821;282;1121;377;814;207;71;2980;121;2378;351;0;2107;63;26;58;227;22;6;27;649;10;0;0;385;86;36;105;18;1474;638;1050;86;57;21;0;41;11;34;0;0;0;125;6;15;0;15;0;0;0;0;198;0;16;0;0;0;33;0;26;0;8;12;5;7;0;0;73;0;0;0;27;0;0;3;24;9;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8551;455;16298;5266;3563;0;93;111;1459;7;38;0;154;1912;1286;1378;0;65;134;0;293;164;318;791;0;321;0;4;0;0;28;20;34;0;0;0;4;0;0;17;0;0;0;87;0;29;0;42;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4030;308;9885;7348;1774;146;119;514;2095;1463;86;668;156;689;865;5293;715;908;8;797;384;354;329;170;11;2834;46;15;0;60;40;7;73;215;76;13;52;73;0;32;158;0;13;0;0;36;23;14;0;16;57;56;25;0;18;0;0;0;45;0;17;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6462;68;1929;5471;38;224;2191;19338;54;0;570;303;134;67;21;0;0;0;919;0;3;14;18;0;2;10;0;0;0;0;99;781;0;0;0;0;0;0;0;23;0;0;0;0;330;0;0;0;0;0;0;9;0;0;0;0;0;0;4;11;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5554;0;9732;2643;541;3453;585;13458;0;0;283;4;0;0;34;49;55;16;0;0;0;99;0;7;820;0;0;0;14;0;74;687;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;192;8756;4226;235;4097;4524;7065;0;90;442;0;27;26;0;145;21;3635;102;0;0;1177;10;0;355;0;0;0;216;0;53;371;7;8;31;14;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18608;38;4529;2241;156;1207;222;2414;645;289;404;24;87;0;181;0;1779;1094;7;232;0;67;12;38;17;147;5;0;148;15;10;392;0;0;172;67;170;32;0;24;0;31;0;0;0;0;52;0;0;9;0;8;0;0;0;0;18;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;18;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;4093;10083;4502;2616;1576;100;2389;36;23;409;9;361;285;295;1833;0;1276;53;0;438;976;158;158;137;163;1614;11;7;3;45;32;69;294;17;49;20;0;0;15;0;0;34;0;43;18;0;0;0;0;0;0;32;0;12;0;0;0;0;15;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5620;722;9497;1905;2880;21;1731;268;1723;3016;43;135;575;117;535;1280;4813;79;82;9;2229;785;598;188;6;0;0;0;0;18;99;0;107;0;233;341;11;569;0;0;52;0;447;0;0;0;0;78;0;0;68;0;0;0;0;0;0;17;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2
1339;963;12793;3933;5712;106;183;778;246;137;103;739;199;61;994;2413;16;605;10;923;924;408;150;268;6;164;122;0;0;45;198;18;56;51;533;163;181;22;207;0;0;0;62;96;0;0;0;88;0;0;51;13;9;0;0;0;58;0;0;0;0;0;7;0;5;0;0;10;0;0;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2806;0;15170;3279;984;16;639;158;37;30;101;2493;1882;46;453;453;0;2417;0;43;33;543;264;139;0;259;412;0;0;0;0;0;20;25;523;866;49;0;0;0;0;6;0;0;0;11;0;0;0;0;491;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;126;7059;5795;3462;2784;419;9852;1317;7;890;0;7;40;53;853;23;1337;13;0;8;321;0;250;520;505;0;0;0;638;479;266;0;255;0;20;0;0;0;29;0;4;52;0;84;0;0;0;0;0;0;4;37;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
299;928;12560;5284;4880;619;485;672;103;109;122;805;73;159;1316;1137;0;603;0;0;54;1273;326;312;29;167;2530;0;0;0;51;232;28;91;32;22;26;0;0;0;0;90;20;0;0;10;7;52;0;21;119;6;23;0;10;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
847;3296;18683;6571;1500;110;91;1157;79;442;206;633;498;45;561;929;79;355;1671;0;478;170;221;195;0;0;0;0;0;2636;210;26;6;9;20;2;7;21;0;0;21;12;49;3;0;8;0;71;62;11;54;0;10;0;0;0;0;0;21;0;7;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0;8235;2662;73;4269;4917;12832;64;0;477;0;11;72;87;0;74;176;232;0;5;2;0;59;126;0;0;0;0;2671;19;477;0;0;4;0;5;0;0;211;6;0;8;0;22;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1285;50;11619;3276;3561;100;64;1319;754;33;414;2417;1815;93;1768;128;11;122;30;88;41;1053;300;60;0;21;0;0;0;0;78;41;74;24;554;768;21;0;0;0;0;0;71;0;0;0;0;0;0;0;6;0;0;0;0;0;11;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3893;6066;8325;1578;2034;693;13;2134;64;273;265;14;328;0;422;639;53;264;86;67;1007;269;146;229;67;121;0;0;2;26;76;122;20;13;137;47;151;27;0;0;0;52;34;0;0;24;0;0;1593;0;0;0;0;0;24;10;9;498;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;75;126;3;9;0;0;0;0;39;38;0;0;30;0;0;0;0;17;15;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
41;34;6298;3465;22;3991;774;13785;9;0;2559;15;548;94;258;560;26;0;73;0;3;32;0;0;413;0;0;0;0;0;18;607;67;6;0;0;0;28;0;98;0;126;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;0;5731;1661;104;0;5476;261;19;12;85;12;132;22;128;319;14;11438;121;0;0;48;8;159;32;0;0;0;0;641;38;0;0;0;536;380;0;0;609;128;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
