"f_Enterobacteriaceae";"f_Akkermansiaceae";"f_Oscillospiraceae";"f_Lachnospiraceae";"o_Eubacteriales";"f_Rikenellaceae";"f_Veillonellaceae";"f_Bacteroidaceae";"f_Streptococcaceae";"f_Peptostreptococcaceae";"f_Porphyromonadaceae";"f_Coprobacillaceae";"f_Bifidobacteriaceae";"f_Coriobacteriaceae";"f_Erysipelotrichaceae";"p_Bacillota";"f_Clostridiaceae_1";"f_Prevotellaceae";"f_Acidaminococcaceae";"f_Enterococcaceae";"f_Christensenellaceae";"k_Bacteria";"f_Eggerthellaceae";"c_Clostridia";"f_Odoribacteraceae";"f_Lactobacillaceae";"f_Leuconostocaceae";"f_Fusobacteriaceae";"f_Pasteurellaceae";"f_Muribaculaceae";"f_Desulfovibrionaceae";"f_Barnesiellaceae";"f_Eubacteriales_incertae_sedis";"f_Streptophyta";"o_Bacteroidales";"p_Bacteroidota";"p_Candidatus_Saccharibacteria";"f_Turicibacteraceae";"f_Selenomonadaceae";"f_Sutterellaceae";"o_Negativibacillus";"c_Coriobacteriia";"f_Eubacteriales_incertae_sedis_XIII";"f_Succinivibrionaceae";"c_Alphaproteobacteria";"f_Micrococcaceae";"f_Carnobacteriaceae";"f_Peptococcaceae";"f_Pseudomonadaceae";"f_Bacillales_Incertae_Sedis_XI";"f_Atopobiaceae";"f_Sphingomonadaceae";"f_Poaceae";"f_Erythrobacteraceae";"c_Mollicutes";"f_Peptoniphilaceae";"f_Helicobacteraceae";"f_Synergistaceae";"f_Actinomycetaceae";"f_Eubacteriaceae";"f_Chitinophagaceae";"f_Victivallaceae";"f_Chlamydiaceae";"f_Oxalobacteraceae";"f_Propionibacteriaceae";"f_Staphylococcaceae";"o_Rhodospirillales";"f_Elusimicrobiaceae";"p_Pseudomonadota";"f_Aerococcaceae";"f_Corynebacteriaceae";"f_Methylobacteriaceae";"f_Treponemataceae";"o_Enterobacterales";"f_Brucellaceae";"f_Xanthomonadaceae";"f_Anaeroplasmataceae";"f_Puniceicoccaceae";"f_Cardiobacteriaceae";"f_Campylobacteraceae";"o_Spirochaetales";"o_Erysipelotrichales";"f_Caryophanaceae";"f_Hafniaceae";"f_Deferribacteraceae";"c_Planctomycetia";"f_Morganellaceae";"f_Yersiniaceae";"f_Comamonadaceae";"f_Fibrobacteraceae";"f_Burkholderiaceae";"f_Promicromonosporaceae";"f_Arcobacteraceae";"c_Negativicutes";"f_Aeromonadaceae";"o_Lactobacillales";"c_Actinobacteria";"Bacteria";"f_Syntrophomonadaceae";"o_Burkholderiales";"f_Lawsonellaceae";"f_Microbacteriaceae";"f_Moraxellaceae";"c_Opitutia";"f_Neisseriaceae";"NA.";"f_Bacillariophyta";"f_Brachyspiraceae";"f_Leptotrichiaceae";"c_Bacilli";"f_Weeksellaceae";"f_Bacillaceae";"f_Legionellaceae";"f_Methanobacteriaceae";"c_Betaproteobacteria"
443;2549;10060;7661;1372;54;7;92;6726;371;16;43;956;421;3602;2991;193;138;132;326;482;692;81;231;0;208;0;0;63;0;564;0;36;12;19;194;14;8;0;0;0;9;0;0;0;38;18;0;0;28;0;19;0;41;0;0;0;0;18;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3875;752;6402;4940;6659;108;92;6779;1480;1368;130;358;282;528;454;631;638;365;0;1470;402;567;289;264;36;2041;36;10;0;36;44;0;45;307;49;109;38;154;0;0;100;0;13;0;0;36;25;0;0;0;12;35;30;0;0;19;0;0;58;0;8;0;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2299;28;7530;3755;707;2709;821;7702;43;44;537;0;13;0;45;59;35;290;0;0;0;193;0;276;121;0;0;0;0;0;145;304;0;0;4;0;7;0;0;459;4;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
103;476;6296;6564;1486;2046;89;12109;50;24;868;11;64;16;79;360;18;1284;826;0;0;954;12;0;805;4;0;0;72;0;45;820;0;0;16;51;0;83;0;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;1969;11806;3146;120;184;4222;1924;0;22;277;38;231;13;0;138;61;2111;6;15;408;217;44;32;49;152;0;0;0;2;33;32;0;5;97;0;0;0;36;52;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;8;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;308;5046;2353;237;3277;1444;16121;113;0;2119;98;309;97;359;455;0;707;362;0;34;193;13;0;807;164;0;0;0;0;238;854;0;0;0;0;0;0;39;204;208;0;12;0;53;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;12;9235;7265;720;6964;758;6429;387;174;235;0;1093;0;427;757;31;21;0;2;17;95;107;0;237;20;0;0;0;0;13;3940;24;0;0;0;15;2;0;456;0;0;35;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11425;102;3144;6263;25;317;38;10393;465;62;397;44;30;193;454;5;554;677;218;85;3;15;215;0;26;0;0;0;0;0;7;59;0;29;19;3;12;4;0;46;0;0;0;0;0;0;0;0;11;11;0;16;0;0;0;0;0;0;17;0;4;0;0;0;0;0;0;0;3;0;0;26;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1847;413;7543;18551;382;180;478;4377;1367;180;274;134;655;1401;872;774;539;820;22;0;29;175;45;155;33;59;0;0;8;12;163;74;132;0;47;111;116;10;0;0;14;395;19;0;0;15;25;0;0;16;0;14;0;0;0;10;4;0;63;0;12;0;0;0;16;10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15773;7673;2435;7261;3690;77;140;1104;1112;81;210;540;316;849;341;297;0;171;0;424;155;231;840;328;34;4;0;0;0;0;24;23;42;249;0;0;49;0;0;88;0;0;21;0;19;15;16;0;0;0;99;0;45;0;0;86;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1563;45;7712;6053;1160;114;20;178;2571;2193;62;1298;131;840;1487;3807;2654;482;23;2864;134;1751;735;127;14;81;21;0;108;0;14;35;81;26;66;120;79;29;0;0;0;11;5;0;5;23;16;0;0;20;125;25;0;71;0;3;0;0;17;0;0;0;0;20;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
0;140;3781;5305;28;2202;3340;14701;13;0;868;0;14;4;41;0;0;366;0;0;0;0;30;0;348;0;0;516;0;0;325;2535;15;0;0;0;0;0;21;50;0;0;16;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;1802;12828;5165;2529;2921;205;4850;54;30;706;402;122;12;211;631;6;1047;109;43;741;1236;88;102;318;0;0;0;0;163;138;915;0;0;453;142;0;0;0;79;13;0;49;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;80;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;1764;20829;6066;75;1066;66;925;1159;79;1168;414;22;0;76;1024;118;675;511;0;107;654;36;8;212;6;0;0;0;0;122;37;12;0;195;0;0;0;0;19;93;0;16;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
10179;7804;4758;2841;5427;174;48;177;6639;245;139;28;29;402;98;1296;223;334;12;181;48;49;46;166;11;627;13;0;0;0;6;17;27;6;43;0;28;22;0;0;24;6;0;0;0;10;29;57;0;90;25;11;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;6789;4103;50;4475;107;12219;120;269;2212;0;76;0;56;0;190;4149;0;0;0;0;12;0;369;0;0;0;0;0;14;3425;0;0;24;0;0;0;0;149;0;16;20;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;425;5609;4812;1767;764;11;2017;0;0;784;0;0;5;28;577;0;14139;1767;0;33;920;0;0;271;0;0;0;15;0;83;32;0;0;408;0;0;0;0;515;0;24;0;0;244;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;11;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1251;1101;9371;3475;1867;1533;31;4741;18;27;468;0;0;0;37;1931;64;3311;199;0;917;1067;17;274;233;0;0;0;0;0;207;280;0;0;0;109;0;0;0;16;18;18;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;37;12024;4078;708;1223;45;1792;45;87;267;369;144;0;53;1847;43;4792;824;0;2785;473;50;326;455;21;0;0;0;0;118;624;16;0;0;43;0;2;0;61;8;10;18;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
508;6284;3405;5282;313;371;515;1552;521;2213;371;325;897;250;963;587;551;2484;0;0;148;204;547;581;60;23;0;0;0;0;270;31;209;392;215;155;13;326;146;0;0;140;0;0;0;9;0;0;0;0;66;0;23;0;0;0;0;0;100;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;809;8951;9608;911;408;185;4755;894;597;212;158;363;300;1581;177;16;1161;61;25;22;281;58;0;20;498;8;0;2;249;104;102;99;0;898;409;580;66;19;59;30;52;0;17;0;9;0;4;0;0;0;68;0;0;0;5;137;0;0;0;5;0;11;0;42;0;7;0;0;0;0;0;11;0;0;0;12;0;0;0;8;0;0;0;10;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
310;11;19256;3505;1915;199;59;680;111;319;375;3227;173;218;270;57;57;1522;116;0;222;507;290;15;42;33;0;0;31;14;3;0;43;112;165;33;109;4;0;72;0;0;25;0;0;0;16;0;0;0;71;13;32;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1555;623;8027;5592;913;3682;1454;4248;2579;331;386;503;0;19;66;1124;63;1433;142;0;106;2284;0;404;138;5;0;15;712;70;8;675;0;115;356;0;2;0;0;54;0;0;0;0;0;0;0;0;0;40;14;0;14;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
4231;12;4277;6061;464;512;484;9427;676;2288;905;147;750;1325;1683;1316;3185;985;12;301;465;678;153;156;179;96;0;217;74;0;151;15;22;0;96;11;43;28;0;9;0;61;34;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;0;18066;3879;96;4371;43;2818;1619;160;499;6;111;151;675;87;73;455;82;0;351;79;515;0;597;0;16;14;0;0;85;699;105;0;0;26;8;0;0;82;53;0;38;109;0;0;5;0;0;33;11;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;4516;5488;8731;586;78;239;261;887;2893;139;568;1427;1817;2816;850;1202;628;8;251;108;1560;611;367;19;116;0;4;74;0;53;8;280;240;36;227;73;613;59;0;0;198;112;12;0;0;0;46;0;9;123;24;50;46;0;187;0;0;45;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6243;103;8552;5023;745;56;349;2972;331;1336;918;933;477;1180;964;911;246;1591;90;25;282;471;519;218;19;817;0;222;20;276;458;52;115;193;336;282;1198;161;350;26;0;6;29;52;0;0;0;147;0;0;247;0;44;0;0;260;72;0;61;0;5;0;19;0;0;13;0;0;5;0;49;0;14;0;0;0;0;0;0;9;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0
1534;0;9783;5224;3089;53;340;38;2229;60;0;269;0;182;2439;601;25;503;73;1058;0;220;69;292;0;0;8;18;0;51;0;0;15;0;0;6;17;0;0;0;0;24;21;0;0;141;109;212;0;39;60;0;0;0;0;4;0;0;106;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2763;5446;6557;1054;1123;306;484;1647;88;23;341;34;231;21;343;3978;0;528;0;1039;128;242;10;226;14;706;141;0;99;0;15;0;0;16;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;146;0;14;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;0;10516;3798;2036;150;105;965;4898;266;187;225;1867;0;1580;484;17;1231;115;0;6;2825;44;442;57;548;33;0;335;37;12;115;224;98;109;14;87;11;0;22;0;0;10;0;0;17;0;0;0;19;8;5;21;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;2;0;0;4;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5192;31;6579;8983;130;103;89;941;9489;66;237;409;2349;8;406;23;0;225;24;682;0;33;52;9;15;137;53;0;78;0;28;3;60;37;131;27;107;17;0;20;0;55;16;0;0;81;24;0;0;36;0;14;7;0;0;3;0;0;40;17;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2077;169;12260;2942;5882;173;164;11229;166;821;168;184;186;948;515;623;1512;333;50;226;99;522;1582;367;18;728;0;0;0;6;23;23;64;0;46;398;0;12;25;6;0;0;40;0;0;5;28;6;0;6;286;0;15;0;0;0;0;0;0;0;8;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2182;2726;15119;3336;361;895;9;4340;29;783;1888;82;584;194;456;755;241;420;141;8;202;516;50;82;309;80;7;26;0;6;70;453;65;0;9;28;46;26;0;16;7;22;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;2;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11690;61;3629;6537;138;59;3505;1834;2324;116;73;133;520;0;3604;112;8;699;49;0;0;41;62;0;70;189;0;11;19;51;35;0;0;15;209;73;226;29;0;20;0;0;8;3;0;56;43;0;0;147;16;10;0;0;0;4;22;2;0;11;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
670;645;17653;3553;1933;1151;0;3856;6;61;298;10;468;0;144;2004;16;794;177;16;723;463;205;81;330;4;0;0;0;0;121;747;0;0;342;530;0;6;0;17;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;21;0;0;15;0;10;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;30;10789;5143;4476;34;29;253;1274;1773;29;1525;844;163;735;1956;1839;1000;32;15;31;2118;672;520;6;183;11;0;4;56;24;13;42;98;216;98;241;32;6;8;0;0;0;7;8;19;0;0;0;0;0;27;21;0;0;0;37;3;0;0;0;0;12;0;8;124;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0;5718;4000;131;662;71;13588;86;128;301;0;0;7;29;16;111;0;276;0;0;42;0;2;208;0;0;0;48;0;6;215;0;0;844;0;0;22;0;268;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1256;72;7430;20645;177;32;434;975;4190;203;101;486;8;938;1444;5;0;314;150;0;0;0;166;0;7;81;0;2197;0;7;45;18;78;0;26;0;52;7;0;0;89;12;0;0;0;407;57;0;0;294;185;0;0;0;0;5;0;0;491;0;12;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
643;0;7777;4676;74;0;2165;305;517;2406;49;1106;979;509;584;0;469;5313;5;285;0;0;239;0;0;563;80;0;0;0;2537;78;28;9;247;0;30;141;1216;0;141;50;31;20;0;43;0;0;0;16;1794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4614;693;9366;8972;533;180;106;786;5104;857;74;85;2110;59;707;99;661;402;6;547;37;280;103;112;6;3057;101;0;0;0;18;18;73;0;91;3;83;75;0;21;167;0;0;0;0;59;35;38;0;62;31;67;4;0;0;0;0;0;122;0;16;0;0;0;0;35;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2190;1271;10050;13944;173;43;135;180;3893;140;36;703;163;0;2299;65;55;385;18;16;19;139;550;0;0;579;0;0;0;82;35;0;15;112;120;163;236;41;5;11;0;7;5;0;0;56;0;0;0;117;0;29;30;0;0;2;26;0;0;0;7;0;8;0;0;0;0;2;0;0;0;0;5;52;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1575;857;13667;4258;1834;1360;1202;7332;124;6;530;25;883;203;37;4925;0;35;51;0;52;1389;91;388;65;208;0;0;0;2402;74;436;13;4;0;0;9;0;39;13;0;0;17;0;0;0;0;0;0;0;19;5;0;0;0;0;0;0;0;0;7;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3058;0;21791;9576;275;0;319;190;1575;227;11;0;505;0;33;0;0;0;0;141;0;0;238;0;0;89;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15110;377;9420;2024;419;0;9707;13;667;792;0;0;265;357;769;200;833;406;86;23;89;261;283;185;3;53;0;0;22;125;74;0;9;12;4;0;3;70;0;3;25;6;0;0;0;12;9;0;0;33;23;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
11;458;4685;2447;620;1314;178;13048;201;162;969;41;0;44;92;277;25;3757;0;5;0;445;35;6;906;24;0;0;18;0;33;2139;0;0;2;0;2;0;0;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;0;6692;4194;1422;15;1562;524;5;17;116;75;0;29;98;191;9;12773;0;9;21;860;0;61;309;0;0;0;6;884;43;10;0;0;894;177;0;0;0;395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2112;0;5995;12236;283;2736;41;8301;2061;164;547;0;113;663;802;316;0;225;670;40;41;538;366;0;302;78;0;0;0;0;94;749;55;6;0;0;46;0;0;17;119;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;12;3;0;0;0;35;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3221;0;3845;6838;85;3043;76;12761;10;0;1786;0;393;714;429;0;0;1132;680;0;0;6;978;0;901;0;0;7;0;66;117;41;15;0;651;0;0;0;412;0;59;0;23;0;0;0;0;115;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;0;12606;4062;332;3343;5;12327;16;34;1996;14;27;19;20;0;0;1242;2080;0;0;3;3;0;314;0;0;0;0;0;162;222;0;0;0;0;0;0;0;298;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;114;9026;2029;799;2994;0;4288;10;0;1647;16;0;92;191;1734;14;1234;320;0;241;757;0;176;1526;0;0;0;4;0;134;1137;0;0;623;546;0;0;0;230;32;0;37;3166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4172;0;8018;4187;3611;68;123;358;120;754;73;660;381;114;1569;719;935;4594;0;17;44;1554;351;10;72;562;0;0;12;6;135;13;37;15;1277;1157;116;9;2;0;0;0;74;0;0;0;0;0;0;13;17;8;0;0;0;0;19;0;0;0;0;0;6;10;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;5268;20443;7208;2789;49;1914;372;30;44;107;0;0;88;280;669;51;199;731;0;502;160;59;67;9;0;0;0;0;2;642;13;4;0;7;96;7;4;0;39;24;0;31;0;0;0;0;0;0;0;0;0;3;0;0;5;0;7;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
